model_id,model_type,language,weat_category,layer_index,layer_name,attribution_score,baseline_bias_l2,localization_ratio,is_significant_layer
facebook/MobileLLM-125M,base,en,WEAT2,3,layer_3,0.014774780273437494,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,4,layer_4,0.108270263671875,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,5,layer_5,0.11096679687500002,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,6,layer_6,0.10917236328125002,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,7,layer_7,0.11251098632812502,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,8,layer_8,0.11217407226562505,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,9,layer_9,0.112591552734375,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,10,layer_10,0.11195312499999996,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,11,layer_11,0.10979492187500002,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,12,layer_12,0.11174560546874995,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,13,layer_13,0.11047851562500002,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,14,layer_14,0.10982910156249995,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,15,layer_15,0.11123291015624995,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,16,layer_16,0.11261230468749996,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,17,layer_17,0.10572021484375,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,18,layer_18,0.11777587890624995,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,19,layer_19,0.11833251953125005,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,20,layer_20,0.11526367187500001,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,21,layer_21,0.11090332031249996,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,22,layer_22,0.11744873046875003,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,23,layer_23,0.119453125,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,24,layer_24,0.12298095703124999,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,25,layer_25,0.1322509765625,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,26,layer_26,0.13100341796875004,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,27,layer_27,0.13010742187500002,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,28,layer_28,0.1593017578125,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,29,layer_29,0.11007812500000003,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,0,layer_0,0.016671367175441078,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,1,layer_1,0.01963680883883644,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,2,layer_2,0.02510420823781231,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,3,layer_3,0.023451003535501145,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,4,layer_4,0.14734450426083856,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,5,layer_5,0.14642059167170735,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,6,layer_6,0.1434190978636303,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,7,layer_7,0.13930793126331628,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,8,layer_8,0.13752243352162224,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,9,layer_9,0.14369284974189145,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,10,layer_10,0.14706097552978245,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,11,layer_11,0.14510316075757576,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,12,layer_12,0.14273960659437512,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,13,layer_13,0.14478541304173698,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,14,layer_14,0.14304268903102124,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,15,layer_15,0.14215543963987146,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,16,layer_16,0.1441841365948421,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,17,layer_17,0.14312090385338158,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,18,layer_18,0.14459720862543257,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT1,19,layer_19,0.14846395390587053,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,20,layer_20,0.15038021705369828,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,21,layer_21,0.14738361167201877,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,22,layer_22,0.15312751268910438,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,23,layer_23,0.1520471704552525,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,24,layer_24,0.1519494019273021,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,25,layer_25,0.15589191781690168,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,26,layer_26,0.15343059512575055,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,27,layer_27,0.15102548933817092,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,28,layer_28,0.1891918784368056,0.0011497262120246888,0.0,True
facebook/MobileLLM-125M,base,en,WEAT1,29,layer_29,0.09170932343066747,0.0011497262120246888,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,0,layer_0,0.012868347167968752,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,1,layer_1,0.012877197265624994,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,2,layer_2,0.014875488281250005,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,3,layer_3,0.014774780273437494,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,4,layer_4,0.108270263671875,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,5,layer_5,0.11096679687500002,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,6,layer_6,0.10917236328125002,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,7,layer_7,0.11251098632812502,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,8,layer_8,0.11217407226562505,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,9,layer_9,0.112591552734375,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,10,layer_10,0.11195312499999996,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,11,layer_11,0.10979492187500002,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,12,layer_12,0.11174560546874995,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,13,layer_13,0.11047851562500002,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,14,layer_14,0.10982910156249995,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,15,layer_15,0.11123291015624995,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,16,layer_16,0.11261230468749996,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,17,layer_17,0.10572021484375,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,18,layer_18,0.11777587890624995,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,19,layer_19,0.11833251953125005,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,20,layer_20,0.11526367187500001,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,21,layer_21,0.11090332031249996,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT2,22,layer_22,0.11744873046875003,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,23,layer_23,0.119453125,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,24,layer_24,0.12298095703124999,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,25,layer_25,0.1322509765625,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,26,layer_26,0.13100341796875004,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,27,layer_27,0.13010742187500002,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,28,layer_28,0.1593017578125,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT2,29,layer_29,0.11007812500000003,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,0,layer_0,0.0100738525390625,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,1,layer_1,0.010773315429687503,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,2,layer_2,0.012542114257812504,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,3,layer_3,0.015689392089843754,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,4,layer_4,0.04867309570312499,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,5,layer_5,0.047838134765625026,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,6,layer_6,0.04745971679687502,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,7,layer_7,0.05002197265624999,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,8,layer_8,0.05087890625,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,9,layer_9,0.05284667968750001,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,10,layer_10,0.055051269531249995,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,11,layer_11,0.05507446289062501,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,12,layer_12,0.05763061523437498,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,13,layer_13,0.05356201171874999,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,14,layer_14,0.051650390625000014,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,15,layer_15,0.05405639648437499,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,16,layer_16,0.05643676757812499,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,17,layer_17,0.05896118164062498,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,18,layer_18,0.0630712890625,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,19,layer_19,0.0685546875,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT6,20,layer_20,0.06836669921875,0.0,0.0,False
facebook/MobileLLM-125M,base,en,WEAT6,21,layer_21,0.07388916015625,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT6,22,layer_22,0.07890625,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT6,23,layer_23,0.08513427734374995,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT6,24,layer_24,0.08357666015624998,0.0,0.0,True
facebook/MobileLLM-125M,base,en,WEAT6,25,layer_25,0.09162353515625005,0.0,0.0,True
